   2.5144400e+01	   7.5793311e-01	   1.1809989e+00	
   2.5144400e+01	   1.0090237e+00	   1.1809989e+00	
   2.5144400e+01	   1.0066582e+00	   1.1809989e+00	
   2.5144400e+01	   8.0385159e-01	   1.1809989e+00	
   2.6666700e+01	   9.8550785e-01	   1.1858357e+00	
   2.6666700e+01	   8.0559092e-01	   1.1858357e+00	
   2.6311100e+01	   1.8123187e+00	   1.1847026e+00	
   2.6477800e+01	   9.7695032e-01	   1.1852335e+00	
   2.6477800e+01	   9.8307278e-01	   1.1852335e+00	
   2.6477800e+01	   5.6257088e-01	   1.1852335e+00	
   2.4611100e+01	   2.8590512e+00	   1.1793129e+00	
   2.4611100e+01	   3.0750767e+00	   1.1793129e+00	
   2.5766700e+01	   9.8063771e-01	   1.1829718e+00	
   2.4233300e+01	   7.5111491e-01	   1.1781210e+00	
   2.5633300e+01	   9.8780378e-01	   1.1825484e+00	
   2.5633300e+01	   2.0479639e+00	   1.1825484e+00	
   2.5633300e+01	   9.8209875e-01	   1.1825484e+00	
   2.3888900e+01	   5.3975079e-01	   1.1770364e+00	
   2.3888900e+01	   6.0125371e-01	   1.1770364e+00	
   2.3888900e+01	   5.7258945e-01	   1.1770364e+00	
   2.3888900e+01	   1.0136851e+00	   1.1770364e+00	
   2.3888900e+01	   9.9385666e-01	   1.1770364e+00	
   2.4300000e+01	   9.6915809e-01	   1.1783313e+00	
   2.4300000e+01	   7.7129121e-01	   1.1783313e+00	
   2.4300000e+01	   2.4885030e+00	   1.1783313e+00	
   2.5577800e+01	   7.6335984e-01	   1.1823723e+00	
   2.4566700e+01	   7.6739510e-01	   1.1791727e+00	
   2.4566700e+01	   1.0359486e+00	   1.1791727e+00	
   2.7211100e+01	   1.4154022e+00	   1.1875741e+00	
   2.7211100e+01	   1.1861577e+00	   1.1875741e+00	
   2.5511100e+01	   7.6043776e-01	   1.1821608e+00	
   2.6822200e+01	   7.9244154e-01	   1.1863318e+00	
   2.6822200e+01	   1.6125037e+00	   1.1863318e+00	
   2.6544400e+01	   9.8662103e-01	   1.1854458e+00	
   2.4677800e+01	   1.8092574e+00	   1.1795235e+00	
   2.4155600e+01	   7.6141178e-01	   1.1778761e+00	
   2.3833300e+01	   7.6774297e-01	   1.1768614e+00	
   2.3833300e+01	   1.1945065e+00	   1.1768614e+00	
   2.3833300e+01	   9.7757648e-01	   1.1768614e+00	
   2.7922200e+01	   9.7674160e-01	   1.1898520e+00	
   2.7922200e+01	   1.4363438e+00	   1.1898520e+00	
   2.3866700e+01	   7.6482088e-01	   1.1769665e+00	
   2.3866700e+01	   1.0117370e+00	   1.1769665e+00	
   2.3866700e+01	   7.6308155e-01	   1.1769665e+00	
   2.3866700e+01	   7.8437102e-01	   1.1769665e+00	
   2.5722200e+01	   1.0145896e+00	   1.1828305e+00	
   2.3766700e+01	   7.9348514e-01	   1.1766519e+00	
   2.3766700e+01	   1.4017658e+00	   1.1766519e+00	
   2.3766700e+01	   1.3969652e+00	   1.1766519e+00	
   2.3766700e+01	   1.0023446e+00	   1.1766519e+00	
   2.5544400e+01	   9.6310520e-01	   1.1822664e+00	
   2.5544400e+01	   7.7831813e-01	   1.1822664e+00	
   2.6944400e+01	   8.2416703e-01	   1.1867219e+00	
   2.6944400e+01	   8.0788685e-01	   1.1867219e+00	
   2.7388900e+01	   1.2104388e+00	   1.1881429e+00	
   2.7388900e+01	   7.6878657e-01	   1.1881429e+00	
   2.5966700e+01	   7.6558619e-01	   1.1836071e+00	
   2.7388900e+01	   3.7221097e+00	   1.1881429e+00	
   2.5144400e+01	   7.5654164e-01	   1.1809989e+00	
   2.5144400e+01	   7.6106392e-01	   1.1809989e+00	
   2.5144400e+01	   9.7374994e-01	   1.1809989e+00	
   2.5144400e+01	   2.6888745e+00	   1.1809989e+00	
   2.7000000e+01	   7.7630050e-01	   1.1868995e+00	
   2.7000000e+01	   1.6384546e+00	   1.1868995e+00	
   2.4111100e+01	   9.7855051e-01	   1.1777359e+00	
   2.4111100e+01	   7.7991832e-01	   1.1777359e+00	
   2.4111100e+01	   1.0043623e+00	   1.1777359e+00	
   2.4544400e+01	   7.7219567e-01	   1.1791023e+00	
   2.4544400e+01	   1.8203196e+00	   1.1791023e+00	
   2.3744400e+01	   7.7268268e-01	   1.1765818e+00	
   2.5766700e+01	   1.2355548e+00	   1.1829718e+00	
   2.5766700e+01	   1.8529496e+00	   1.1829718e+00	
   2.7400000e+01	   1.1993766e+00	   1.1881785e+00	
   2.7400000e+01	   7.7950088e-01	   1.1881785e+00	
   2.7400000e+01	   7.8798884e-01	   1.1881785e+00	
   2.4833300e+01	   7.6690809e-01	   1.1800148e+00	
   2.4833300e+01	   9.7013212e-01	   1.1800148e+00	
   2.4833300e+01	   9.9594387e-01	   1.1800148e+00	
   2.4833300e+01	   5.6257088e-01	   1.1800148e+00	
   2.4833300e+01	   9.7430653e-01	   1.1800148e+00	
   2.5033300e+01	   1.8096053e+00	   1.1806473e+00	
   2.5033300e+01	   2.0465029e+00	   1.1806473e+00	
   2.6477800e+01	   7.6781254e-01	   1.1852335e+00	
   2.5277800e+01	   2.0206911e+00	   1.1814213e+00	
   2.5277800e+01	   2.4367403e+00	   1.1814213e+00	
   2.6333300e+01	   9.8300321e-01	   1.1847733e+00	
   2.6333300e+01	   1.0081192e+00	   1.1847733e+00	
   2.6400000e+01	   2.2646156e+00	   1.1849857e+00	
   2.6166700e+01	   7.7894429e-01	   1.1842431e+00	
   2.6400000e+01	   2.0330056e+00	   1.1849857e+00	
   2.2400000e+01	   7.7254354e-01	   1.1723672e+00	
   2.2400000e+01	   1.0241907e+00	   1.1723672e+00	
