   2.4700000e+01	   1.2552344e+00	   1.1419797e+00	
   2.4700000e+01	   1.1310969e+00	   1.1419797e+00	
   2.4700000e+01	   1.7038719e+00	   1.1419797e+00	
   2.4700000e+01	   1.1039727e+00	   1.1419797e+00	
   2.4700000e+01	   1.7842544e+00	   1.1419797e+00	
   2.4700000e+01	   9.5667079e-01	   1.1419797e+00	
   2.4644400e+01	   1.6937745e+00	   1.1416642e+00	
   2.4644400e+01	   1.1885130e+00	   1.1416642e+00	
   2.7211100e+01	   9.7627145e-01	   1.1563279e+00	
   2.7211100e+01	   9.8478487e-01	   1.1563279e+00	
   2.7211100e+01	   9.8636876e-01	   1.1563279e+00	
   2.6177800e+01	   9.9646608e-01	   1.1504006e+00	
   2.6177800e+01	   9.9844594e-01	   1.1504006e+00	
   2.6177800e+01	   9.6320434e-01	   1.1504006e+00	
   2.6177800e+01	   9.6082851e-01	   1.1504006e+00	
   2.6177800e+01	   9.9706004e-01	   1.1504006e+00	
   2.6177800e+01	   9.8438890e-01	   1.1504006e+00	
   2.3477800e+01	   9.4498959e-01	   1.1350648e+00	
   2.3477800e+01	   9.8676474e-01	   1.1350648e+00	
   2.3477800e+01	   9.5647280e-01	   1.1350648e+00	
   2.6033300e+01	   1.0069594e+00	   1.1495743e+00	
   2.6033300e+01	   9.8042917e-01	   1.1495743e+00	
   2.6033300e+01	   9.9983185e-01	   1.1495743e+00	
   2.6033300e+01	   9.6835199e-01	   1.1495743e+00	
   2.7600000e+01	   1.0837781e+00	   1.1585672e+00	
   2.7600000e+01	   1.6367544e+00	   1.1585672e+00	
   2.7600000e+01	   1.0360634e+00	   1.1585672e+00	
   2.7600000e+01	   1.6603148e+00	   1.1585672e+00	
   2.7600000e+01	   1.5393451e+00	   1.1585672e+00	
   2.7600000e+01	   9.7409360e-01	   1.1585672e+00	
   2.7600000e+01	   1.6250732e+00	   1.1585672e+00	
   2.7600000e+01	   1.0519023e+00	   1.1585672e+00	
   2.5066700e+01	   9.6459025e-01	   1.1440631e+00	
   2.5066700e+01	   1.0224023e+00	   1.1440631e+00	
   2.5066700e+01	   9.5944260e-01	   1.1440631e+00	
   2.5066700e+01	   9.5092918e-01	   1.1440631e+00	
   2.5066700e+01	   1.0134929e+00	   1.1440631e+00	
