   2.5766700e+01	   8.2324370e-01	   8.9444781e-01	
   2.5088900e+01	   1.2134500e+00	   8.9089765e-01	
   2.5088900e+01	   1.1026379e+00	   8.9089765e-01	
   2.4066700e+01	   6.2872357e-01	   8.8557022e-01	
   2.4066700e+01	   1.4051967e+00	   8.8557022e-01	
   2.5033300e+01	   1.2067370e+00	   8.9060705e-01	
   2.5533300e+01	   8.2132119e-01	   8.9322372e-01	
   2.5533300e+01	   7.2677155e-01	   8.9322372e-01	
   2.3388900e+01	   9.1993646e-01	   8.8205529e-01	
   2.3388900e+01	   7.2897771e-01	   8.8205529e-01	
   2.4911100e+01	   8.3162710e-01	   8.8996870e-01	
   2.4911100e+01	   1.0101053e+00	   8.8996870e-01	
   2.4744400e+01	   1.0109562e+00	   8.8909864e-01	
   2.4744400e+01	   1.0149904e+00	   8.8909864e-01	
   2.3533300e+01	   1.1025118e+00	   8.8280295e-01	
   2.3533300e+01	   1.2137652e+00	   8.8280295e-01	
   2.6133300e+01	   1.4944831e+00	   8.9637387e-01	
   2.6133300e+01	   1.4978238e+00	   8.9637387e-01	
   2.5944400e+01	   6.2884964e-01	   8.9538090e-01	
   2.5944400e+01	   1.1151184e+00	   8.9538090e-01	
   2.6855600e+01	   8.2072237e-01	   9.0018087e-01	
   2.6855600e+01	   1.0102629e+00	   9.0018087e-01	
   2.4922200e+01	   7.2844193e-01	   8.9002667e-01	
   2.4922200e+01	   1.1141729e+00	   8.9002667e-01	
   2.7755600e+01	   1.3921173e+00	   9.0494710e-01	
   2.7755600e+01	   1.0168183e+00	   9.0494710e-01	
   2.3488900e+01	   1.0138873e+00	   8.8257299e-01	
   2.3488900e+01	   1.0101998e+00	   8.8257299e-01	
   2.5333300e+01	   1.1103279e+00	   8.9217613e-01	
   2.5333300e+01	   1.2963070e+00	   8.9217613e-01	
   2.6000000e+01	   1.1983851e+00	   8.9567305e-01	
   2.6000000e+01	   1.1134796e+00	   8.9567305e-01	
   2.6888900e+01	   9.5532954e-01	   9.0035677e-01	
   2.5688900e+01	   1.3169504e+00	   8.9403959e-01	
   2.6188900e+01	   9.1391680e-01	   8.9666635e-01	
   2.6188900e+01	   8.2169938e-01	   8.9666635e-01	
   2.6311100e+01	   1.9598879e+00	   8.9730950e-01	
   2.6311100e+01	   1.7743185e+00	   8.9730950e-01	
   2.6866700e+01	   6.3430200e-01	   9.0023950e-01	
   2.6866700e+01	   1.0222392e+00	   9.0023950e-01	
   2.7522200e+01	   9.1870731e-01	   9.0370864e-01	
   2.7522200e+01	   9.1700542e-01	   9.0370864e-01	
   2.7333300e+01	   7.3156206e-01	   9.0270754e-01	
   2.6922200e+01	   9.2305660e-01	   9.0053271e-01	
   2.7333300e+01	   1.3059196e+00	   9.0270754e-01	
   2.4022200e+01	   8.2305460e-01	   8.8533903e-01	
   2.4022200e+01	   8.2935790e-01	   8.8533903e-01	
   2.5477800e+01	   7.3701443e-01	   8.9293289e-01	
   2.4022200e+01	   1.3010030e+00	   8.8533903e-01	
   2.6388900e+01	   7.2743340e-01	   8.9771921e-01	
   2.5477800e+01	   1.2969374e+00	   8.9293289e-01	
   3.5455600e+01	   9.1933764e-01	   9.4677026e-01	
   3.5455600e+01	   1.1235333e+00	   9.4677026e-01	
   3.5455600e+01	   9.3090422e-01	   9.4677026e-01	
   3.4522200e+01	   1.2076825e+00	   9.4159920e-01	
   3.4522200e+01	   1.5048835e+00	   9.4159920e-01	
   3.5944400e+01	   7.3301182e-01	   9.4948954e-01	
   3.5044400e+01	   1.8765582e+00	   9.4448871e-01	
   3.3944400e+01	   1.1111158e+00	   9.3841234e-01	
